"WORD_ID";"SPELLING";"PART_OF_SPEECH_01_ID";"PART_OF_SPEECH_02_ID";"PART_OF_SPEECH_03_ID";"PART_OF_SPEECH_04_ID";"PART_OF_SPEECH_05_ID";"PRONUNCIATION"
"00630";"diplomatisk";"02";;;;;"diplo'ma:tisk"
"00631";"direkte";"03";;;;;"di'rekte"
"00632";"direkte (2)";"07";;;;;"di'rekte"
"00633";"direktør";"20";;;;;"direk'tø:r"
"00634";"dirigere";;;;;;
"00635";"disk";"20";;;;;"disk"
"00636";"diskutere";"36";;;;;"disku'te:re"
"00637";"disse";"31";;;;;"dise"
"00638";"dit";"07";;;;;"di:t"
"00639";"ditt";"09";;;;;"dit"
"00640";"divisjon";;;;;;"divi'ʃo:n"
"00641";"DNB";;;;;;"de:.en.be:"
"00642";"do";"20";"27";;;;"do:"
"00643";"dobbel";"08";;;;;"dåbl"
"00644";"dokument";;;;;;
"00645";"dollar";"23";;;;;"dålar"
"00646";"dom";"23";;;;;"dåm"
"00647";"dommer";;;;;;
"00648";"dongeribukse";"12";"20";;;;"dåŋribokse"
"00649";"dosering";;;;;;
"00650";"doven";"05";;;;;"dåven"
"00651";"dra";"39";;;;;"dra:"
"00652";"drag";"25";;;;;"dra:g"
"00653";"drakt";"12";"20";;;;"drakt"
"00654";"dramatisk";;;;;;
"00655";"drammen";"15";;;;;
"00656";"drap";;;;;;
"00657";"dreie";"35";"37";;;;"dræie"
"00658";"drepe";"36";;;;;"dre:pe"
"00659";"dress";;;;;;
"00660";"drift";"12";"20";;;;"drift"
"00661";"drifte";;;;;;
"00662";"drikke";"39";;;;;"drik:e"
"00663";"driste";"35";;;;;
"00664";"dristig";"02";;;;;"dristi"
"00665";"drit";;;;;;"dri:t"
"00666";"drite";;;;;;"dri:te"
"00667";"drite i";;;;;;"dri:te i:"
"00668";"drite seg ut";;;;;;"dri:te sæi u:t"
"00669";"drive";"39";;;;;"dri:ve"
"00670";"drive med";;;;;;
"00671";"dronning";"12";"20";;;;"dråniŋ"
"00672";"droppe";"35";;;;;"dråpe"
"00673";"drosje";"12";"20";;;;"dråsje"
"00674";"drue";"12";"20";;;;"dru:e"
"00675";"drukne";;;;;;
"00676";"dryppe";"39";;;;;"drype"
"00677";"drøfte";"35";;;;;"drøfte"
"00678";"drøm";"23";;;;;"drøm"
"00679";"drømme";"36";;;;;"drøme"
"00680";"drømmende";;;;;;
"00681";"drøy";;;;;;
"00682";"du";"31";;;;;"du: (dæi)"
"00683";"duft";"20";;;;;"duft"
"00684";"duge";"37";;;;;"du:ge"
"00685";"dugnad";;;;;;
"00686";"duk";"20";;;;;"du:k"
"00687";"dukke";"12";"20";;;;"duk:e"
"00688";"dukke (2)";"12";;;;;"duk:e"
"00689";"dukker";;;;;;
"00690";"dum";"08";;;;;"dom"
"00691";"dunk";;;;;;
"00692";"dunke";;;;;;
"00693";"dusj";"20";;;;;"duʃ"
"00694";"dusje";"35";;;;;"duʃe"
"00695";"dusk";"20";;;;;"dusk"
"00696";"dybde";"20";;;;;"dybde"
"00697";"dyktig";"02";;;;;"dykti"
"00698";"dyp";"01";;;;;"dy:p"
"00699";"dyr";"25";;;;;"dy:r"
"00700";"dyr (2)";"01";;;;;"dy:r"
"00701";"dyreliv";"25";;;;;"dy:reliv"
"00702";"dyrke";"35";;;;;"dyrke"
"00703";"dytte";;;;;;
"00704";"dælje";;;;;;
"00705";"dø";"39";;;;;"dø:"
"00706";"dø ut";"39";;;;;"dø: u:t"
"00707";"død";"20";;;;;"dø:d"
"00708";"død (2)";"01";;;;;"dø:"
"00709";"døgn";"25";;;;;"døyn"
"00710";"dømme";"39";;;;;"døme"
"00711";"døpe";"36";;;;;"dø:pe"
"00712";"dør";"12";"20";;;;"dø:r"
"00713";"døv";"01";;;;;"dø:v"
"00714";"dåp";"20";;;;;"då:p"
"00715";"dårlig";"02";;;;;"då:rli"
"00716";"edru";"02";"03";;;;"e:dru"
"00717";"effekt";"20";;;;;
"00718";"effektfull";;;;;;
"00719";"effektiv";"01";;;;;
"00720";"egen";"09";;;;;"e:gen"
"00721";"egenandel";;;;;;
"00722";"egenbetaling";;;;;;
"00723";"egenmelding";;;;;;
"00724";"egenskap";"20";;;;;"e:genska:p"
"00725";"egentlig";"02";;;;;"e:gentli"
"00726";"egentlig (2)";"07";;;;;"e:gentli"
"00727";"eget";;;;;;
"00728";"egg";"25";;;;;"eg"
"00729";"egge";;;;;;
"00730";"egne";"35";;;;;"æine"
"00731";"ei";"09";;;;;"æi"
"00732";"eie";"39";;;;;"æie"
"00733";"eiendom";"23";;;;;"æiendåm"
"00734";"eiendomsmegler";"21";;;;;"æiendåmsmekler"
"00735";"eiendomsord";;;;;;
"00736";"eiendomspronomen";"27";;;;;"æiendåmsprono:men"
"00737";"eier";"21";;;;;"æier"
"00738";"ekkel";;;;;;
"00739";"eksamen";;;;;;
"00740";"eksempel";"29";;;;;"ek'sempel"
"00741";"eksistere";"36";;;;;"eksi'ste:re"
"00742";"eks-mann";;;;;;
"00743";"ekspeditrise";"12";"20";;;;"ekspedi'tri:se"
"00744";"ekspeditør";"20";;;;;"ekspedi'tø:r"
"00745";"ekspert";;;;;;
"00746";"ekstra";"03";;;;;"ækstra"
"00747";"ekte";"03";;;;;"ekte"
"00748";"ektepar";"25";;;;;"ektepa:r"
"00749";"ekteskap";"27";;;;;"ekteska:p"
"00750";"eldre";"03";;;;;"eldre"
"00751";"elektriker";;;;;;
"00752";"elektrisitet";;;;;;
"00753";"elektronisk";"02";;;;;"elek'tro:nisk"
"00754";"elendig";"02";;;;;"e'lendi"
"00755";"elev";"20";;;;;"ele:v"
"00756";"elg";"20";;;;;"elg"
"00757";"eliteserien";;;;;;
"00758";"eller";"17";;;;;"el:er"
"00759";"ellers";"07";;;;;"el:ers"
"00760";"elleve";"09";;;;;"elve"
"00761";"ellevte";"08";;;;;"elefte"
"00762";"elske";"35";;;;;"elske"
"00763";"elv";"12";"20";;;;"elv"
"00764";"EM";;;;;;
"00765";"emballasje";"20";;;;;"emba'la:ʃe"
"00766";"emne";"26";;;;;"emne"
"00767";"en";"09";;;;;"en"
"00768";"en (2)";"31";;;;;"en"
"00769";"en (3)";"09";;;;;"e:n"
"00770";"en (4)";"07";;;;;"en"
"00771";"enda";"07";;;;;"enda"
"00772";"ende";"36";;;;;"en:e"
"00773";"ende (2)";"20";;;;;"en:e"
"00774";"endelig";"02";;;;;"endeli"
"00775";"endelig (2)";"07";;;;;"endeli"
"00776";"endre";"35";;;;;"endre"
"00777";"endring";;;;;;
"00778";"ene";"07";;;;;"e:ne"
"00779";"ene (2)";"36";;;;;"e:ne"
"00780";"enebolig";"20";;;;;"e:nebo:li"
"00781";"energi";;;;;;
"00782";"energikick";;;;;;
"00783";"eneste";"09";;;;;"e:neste"
"00784";"engang";"07";;;;;"e:ŋaŋ"
"00785";"engangs";"03";;;;;"e:ŋaŋs"
"00786";"engasjement";;;;;;
"00787";"engasjere";"36";;;;;"eŋgaʃe:re"
"00788";"engasjere seg";;;;;;
"00789";"engasjert";;;;;;
"00790";"engelsk";"20";;;;;"eŋelsk"
"00791";"engelsk (2)";"02";;;;;"eŋelsk"
"00792";"england";"15";;;;;"eŋlan"
"00793";"engste";;;;;;
"00794";"engstelig";"02";;;;;"eŋsteli"
"00795";"enhet";"12";"20";;;;"e:nhet"
"00796";"enhver";"31";;;;;"en'væ:r ( et'vært )"
"00797";"enig";"02";;;;;"e:ni)"
"00798";"enighet";"12";"20";;;;"e:nihe:t"
"00799";"enke";"12";"20";;;;"eŋke"
"00800";"enkel";"05";;;;;"eŋkel"
"00801";"enkelt";"02";;;;;"eŋkelt"
"00802";"enkemann";"23";;;;;"eŋkeman"
"00803";"enn";"07";;;;;"en"
"00804";"enn (2)";"32";;;;;"en"
"00805";"ennå";"07";;;;;"enå"
"00806";"enorm";"01";;;;;"e'nårm"
"00807";"ense";;;;;;
"00808";"ensidig";"02";;;;;"e:n'si:di"
"00809";"enslig";"02";;;;;"e:n'sli"
"00810";"ensom";"08";;;;;"e:nsom"
"00811";"enten";"17";;;;;"entn"
"00812";"entré";"20";;;;;"aŋtre:"
"00813";"eple";"26";;;;;"eple"
"00814";"epost";;;;;;
"00815";"e-post";;;;;;
"00816";"er";"39";;;;;"æ:r"
"00817";"erfare";"36";;;;;"ær'fa:re"
"00818";"erfaring";"12";"20";;;;"ær'fa:riŋ"
"00819";"ergerlig";"02";;;;;"ærgeli"
"00820";"ergre";"39";;;;;"ærgre"
"00821";"erindre";"35";;;;;"æ'rindre"
"00822";"erklære";"36";;;;;"ær'klæ:re"
"00823";"erstatning";;;;;;
"00824";"erstatte";"35";;;;;"ærstat:e"
"00825";"ert";"12";"20";;;;"ært"
"00826";"esel";"29";;;;;"e:sel"
"00827";"eske";"12";"20";;;;"eske"
"00828";"et";"09";;;;;"et"
"00829";"etablere";"36";;;;;
"00830";"etasje";"20";;;;;"e'ta:ʃe"
"00831";"ete";"39";;;;;"e:te"
"00832";"etikk";;;;;;
"00833";"etnisk";"02";;;;;"etnisk"
"00834";"etnograf";;;;;;
"00835";"ett";"09";;;;;"et"
"00836";"etter";"30";;;;;"eter"
"00837";"etter (2)";"07";;;;;"eter"
"00838";"etter (3)";"17";;;;;"eter"
"00839";"etter hvert";"07";;;;;"eter vært"
"00840";"etter hvert (2)";"17";;;;;"eter vært"
"00841";"etterforskning";;;;;;
"00842";"ettermiddag";"20";;;;;"etermidda(g)"
"00843";"etternavn";"25";;;;;"eternavn"
"00844";"etterpå";"07";;;;;"eterpå"
"00845";"ettersom";"32";;;;;"etersom"
"00846";"eu";"14";;;;;"e:u:"
"00847";"euro";;;;;;
"00848";"europa";"15";;;;;"æuro:pa"
"00849";"europeisk";"02";;;;;"æurope:isk"
"00850";"evakuere";"36";;;;;
"00851";"eventuell";"08";;;;;"eventu'el"
"00852";"evig";"02";;;;;"e:vi"
"00853";"evne";"12";"20";;;;"evne"
"00854";"fable";;;;;;
"00855";"fabrikk";"20";;;;;"fabrik"
"00856";"fag";"25";;;;;"fa:g"
"00857";"fagbrev";;;;;;
"00858";"fagforening";"12";"20";;;;"fa:gfore:niŋ"
"00859";"faglig";;;;;;
"00860";"fakta";;;;;;
"00861";"faktisk";"02";;;;;"faktisk"
"00862";"faktisk (2)";"07";;;;;"faktisk"
"00863";"faktum";"29";;;;;"faktum"
"00864";"fall";"25";;;;;"fal"
"00865";"falle";"39";;;;;"fale"
"00866";"falsk";"01";;;;;"falsk"
"00867";"familie";"20";;;;;"fami:lie"
"00868";"familiebesøk";;;;;;
"00869";"fange";"20";;;;;"faŋe"
"00870";"fange (2)";"35";;;;;"faŋe"
"00871";"fantasere";;;;;;
"00872";"fantastisk";"02";;;;;"fan'tastisk"
"00873";"far";"23";;;;;"fa:r"
"00874";"fare";"39";;;;;"fa:re"
"00875";"fare (2)";"20";;;;;"fa:re"
"00876";"farfar";"23";;;;;"farfar"
"00877";"farge";"20";;;;;"farge"
"00878";"farge (2)";"35";;;;;"farge"
"00879";"fargelegge";;;;;;
"00880";"farlig";"02";;;;;"fa:rli"
"00881";"farmasøyt";;;;;;
"00882";"farmor";"13";"23";;;;"farmo:r"
"00883";"fart";"20";;;;;"fart"
"00884";"farte";"35";;;;;"farte"
"00885";"fartøy";"27";;;;;"fa:rtøy"
"00886";"fast";"02";;;;;"fast"
"00887";"faste";;;;;;"faste"
"00888";"fastland";;;;;;
"00889";"fastlege";;;;;;
"00890";"fastpris";;;;;;
"00891";"fastslå";;;;;;"fastslå:"
"00892";"fat";"27";;;;;"fa:t"
"00893";"fatt";"07";;;;;"fat:"
"00894";"fatte";"35";;;;;"fate"
"00895";"fattig";"02";;;;;"fati"
"00896";"fe";"25";;;;;"fe:"
"00897";"feber";"22";;;;;"fe:ber"
"00898";"februar";"34";;;;;"febru'a:r"
"00899";"feie";;;;;;
"00900";"feil";"23";;;;;"fæil"
"00901";"feil (2)";"07";;;;;"fæil"
"00902";"feile";;;;;;
"00903";"feire";"35";;;;;"fæire"
"00904";"fekte";;;;;;
"00905";"felles";"03";;;;;"feles"
"00906";"felt";"20";;;;;"felt"
"00907";"felt (2)";"27";;;;;"felt"
"00908";"fem";"09";;;;;"fem"
"00909";"femmer";"21";;;;;"femer"
"00910";"femte";"08";;;;;"femte"
"00911";"femten";"09";;;;;"femten"
"00912";"femtende";"08";;;;;"femtne"
"00913";"femti";"09";;;;;"femti"
"00914";"femtiende";"06";;;;;"femtiene"
"00915";"fengsel";"29";;;;;"feŋsel"
"00916";"ferd";"12";"20";;;;"færd"
"00917";"ferdig";"02";;;;;"færdi"
"00918";"ferdigprodukt";;;;;;
"00919";"ferge";"12";;;;;"færje"
"00920";"ferie";"20";;;;;"fe:rie"
"00921";"fersk";"01";;;;;"fæsjk"
"00922";"fersken";"20";;;;;"fæsjken"
"00923";"fest";"20";;;;;"fest"
"00924";"fetter";"21";;;;;"feter"
"00925";"fiende";"20";;;;;"fi:ende"
"00926";"fikse";"35";;;;;"fikse"
"00927";"fil";"12";"20";;;;"fi:l"
"00928";"fil (2)";"12";"20";;;;"fi:l"
"00929";"file";;;;;;
"00930";"fillete";"03";;;;;"filete"
"00931";"film";"20";;;;;"film"
"00932";"filme";;;;;;
"00933";"filterpose";;;;;;
"00934";"fin";"01";;;;;"fi:n"
"00935";"finale";;;;;;"fina:le"
"00936";"finans";;;;;;"finans"
"00937";"finansiere";"36";;;;;"finansie:re"
"00938";"finger";"23";;;;;"fiŋer"
"00939";"fingre med";;;;;;
"00940";"finhakke";;;;;;
"00941";"finland";"15";;;;;
"00942";"finne";"39";;;;;"fine"
"00943";"finnes";"39";;;;;"fines"
"00944";"finnmark";"15";;;;;
"00945";"finte";;;;;;
"00946";"fire";"09";;;;;"fi:re"
"00947";"firma";"29";;;;;"firma"
"00948";"fis";"20";;;;;"fi:s"
"00949";"fise";"39";;;;;"fi:se"
"00950";"fisk";"20";;;;;"fisk"
"00951";"fiske";"35";;;;;"fiske"
"00952";"fiskebolle";"20";;;;;"fiskebåle"
"00953";"fiskeindustri";;;;;;
"00954";"fiskekraft";;;;;;
"00955";"fisker";"21";;;;;"fisker"
"00956";"fiskesuppe";;;;;;
"00957";"fitte";"12";"20";;;;"fite"
"00958";"fjell";"25";;;;;"fjel"
"00959";"fjellklatring";;;;;;
"00960";"fjerde";"06";;;;;"fjæ:re"
"00961";"fjern";"01";;;;;"fjærn"
"00962";"fjerne";"35";;;;;"fjæ:rne"
"00963";"fjernsyn";"25";;;;;"fjæ:rnsy:n"
"00964";"fjes";"25";;;;;"fje:s"
"00965";"fjor";"34";;;;;"fjo:r"
"00966";"fjord";"20";;;;;"fjo:r"
"00967";"fjorten";"09";;;;;"fjortn"
"00968";"fjortende";"06";;;;;"fjortene"
"00969";"fjorår";"25";;;;;"fjo:rå:r"
"00970";"fjær";"13";"23";"12";"20";;"fjæ:r"
"00971";"fjære";;;;;;
"00972";"flagg";"25";;;;;"flag"
"00973";"flagge";;;;;;
"00974";"flagre";;;;;;
"00975";"flagrende";;;;;;
"00976";"flakse";;;;;;
"00977";"flaske";"12";"20";;;;"flaske"
"00978";"flaske seg";;;;;;
"00979";"flat";"01";;;;;"fla:t"
"00980";"flatbrød";;;;;;
"00981";"fleksibel";;;;;;
"00982";"flere";"06";;;;;"fle:re"
"00983";"flertall";"25";;;;;"fle:rtal"
"00984";"flesk";"25";;;;;"flesk"
"00985";"flest";"06";;;;;"flest"
"00986";"flette";;;;;;
"00987";"flink";"01";;;;;"flink"
"00988";"flire";;;;;;
"00989";"flittig";"02";;;;;"fliti"
"00990";"flo";"12";"20";;;;"flo:"
"00991";"flokk";"20";;;;;"flok"
"00992";"flokke seg";;;;;;
"00993";"flomme";;;;;;
"00994";"flott";"02";;;;;"flåt"
"00995";"fly";"12";"20";;;;"fly:"
"00996";"fly (2)";"39";;;;;"fly:"
"00997";"flykte";"35";;;;;"flykte"
"00998";"flyktning";"20";;;;;"flyktniŋ"
"00999";"flyktningkonsulent";;;;;;
"01000";"flyplass";"20";;;;;"fly:plas"
"01001";"flyte";"39";;;;;"fly:te"
"01002";"flytte";"35";;;;;"flyte"
"01003";"fløte";"20";;;;;"flø:te"
"01004";"fløyte";;;;;;
"01005";"flåte";"20";;;;;"flå:te"
"01006";"flåteferd";;;;;;
"01007";"FN";"14";;;;;"ef'en"
"01008";"fnise";;;;;;
"01009";"fokus";;;;;;"fo:kus"
"01010";"folde";;;;;;
"01011";"folk";"25";;;;;"fålk"
"01012";"folkeregistrert";;;;;;
"01013";"for";"30";;;;;"får"
"01014";"for (2)";"17";;;;;"får"
"01015";"for (3)";"07";;;;;"får"
"01016";"foran";"30";;;;;"fåran"
"01017";"forandre";"35";;;;;"få'randre"
"01018";"forarget";;;;;;
"01019";"forbannet";;;;;;
"01020";"forbause";"35";;;;;"får'bause"
"01021";"forbedre";"35";;;;;"får'be:dre"
"01022";"forberede";"36";;;;;"fårbere:de"
"01023";"forberedelse";;;;;;
"01024";"forbi";"30";;;;;"fårbi:"
"01025";"forbi (2)";"07";;;;;"fårbi:"
"01026";"forbinde";;;;;;"får'bine"
"01027";"forbindelse";"20";;;;;"får'binelse"
"01028";"forbruk";;;;;;
"01029";"forbud";"25";;;;;"fårbu:d"
"01030";"forbudt";"02";;;;;"får'but"
"01031";"forby";"39";;;;;"får'by:"
"01032";"fordel";"20";;;;;"fårde:l"
"01033";"fordele";;;;;;"får'de:le"
"01034";"fordeling";;;;;;
"01035";"fordi";"32";;;;;"fårdi:"
"01036";"foredrag";"25";;;;;"få:redra:g"
"01037";"foregå";"39";;;;;"få:regå:"
"01038";"forekomme";"39";;;;;"få:rekåme"
"01039";"forelder";"23";;;;;"få'relder"
"01040";"foreldet";"04";;;;;"få'reldet"
"01041";"foreldre";;;;;;
"01042";"foreldremøte";;;;;;
"01043";"foreldresamtale";;;;;;
"01044";"forelegge";"39";;;;;"få:relege"
"01045";"forelese";"36";;;;;"få:rele:se"
"01046";"forelesning";"12";"20";;;;"få:rele:sniŋ"
"01047";"foreligge";;;;;;
"01048";"foreløpig";"02";;;;;"få:relø:pi"
"01049";"foreløpig (2)";"07";;;;;"få:relø:pi"
"01050";"forene";"39";;;;;"få're:ne"
"01051";"foreslå";"39";;;;;"få:reslå:"
"01052";"forestille";;;;;;
"01053";"forestilling";"12";"20";;;;"få:restilliŋ"
"01054";"foreta";"39";;;;;"få:reta:"
"01055";"foretrekke";"39";;;;;"få:retreke"
"01056";"forfatter";"21";;;;;"fårfater"
"01057";"forferdelig";"02";;;;;"fårfærdeli"
"01058";"forferdelig (2)";"07";;;;;"fårfærdeli"
"01059";"forferdet";;;;;;
"01060";"forfølge";"39";;;;;"får'føle"
"01061";"forgjeves";"03";;;;;"får'je:ves"
"01062";"forgjeves (2)";"07";;;;;"får'je:ves"
"01063";"forgårs";"34";;;;;"fårgåsj"
"01064";"forhandling";;;;;;
"01065";"forhindre";"35";;;;;"får'hindre"
"01066";"forhold";"25";;;;;"fårhål"
"01067";"forholde";;;;;;
"01068";"forholde seg";"39";;;;;"får'håle sæi"
"01069";"forholde seg til";"39";;;;;"får'håle sæi til"
"01070";"forholdsvis";"07";;;;;"fårhålsvi:s"
"01071";"forhånd";"34";;;;;"fårhån"
"01072";"forkjøle";"35";"36";;;;"fårkjø:le"
"01073";"forkjølet";"35";"36";;;;"fårkjø:let"
"01074";"forklare";"36";;;;;"får'kla:re"
"01075";"forklaring";"12";"20";;;;"får'kla:riŋ"
"01076";"forlag";"25";;;;;"fårla:g"
"01077";"forlange";"36";;;;;"fårlaŋe"
"01078";"forlate";"39";;;;;"fårla:te"
"01079";"forleden";"03";;;;;"fårle:dn"
"01080";"forleden (2)";"07";;;;;"fårle:dn"
"01081";"forlenge";"35";;;;;"får'leŋe"
"01082";"forlove";"35";;;;;"fårlå:ve"
"01083";"form";"12";"20";;;;"fårm"
"01084";"formann";"23";;;;;"fårman"
"01085";"forme";;;;;;
"01086";"formell";;;;;;
"01087";"formiddag";"20";;;;;"fårmidag"
"01088";"formodentlig";"02";;;;;"fårmo:dntli"
"01089";"formål";"25";;;;;"fårmå:l"
"01090";"fornavn";"25";;;;;"fårnavn"
"01091";"fornuftig";"02";;;;;"fårnufti"
"01092";"fornærme";"35";;;;;"fårnærme"
"01093";"fornøyd";"02";;;;;"fårnøjd"
"01094";"fornøyelse";"20";;;;;"fårnøjelse"
"01095";"forresten";"07";;;;;"fårestn"
"01096";"forretning";"12";"20";;;;"fåretniŋ"
"01097";"forrett";"20";;;;;"fåret"
"01098";"forrett (2)";"20";;;;;"fåret"
"01099";"forrige";"09";;;;;"fårje"
"01100";"forside";"12";"20";;;;"fårsi:de"
"01101";"forsiktig";"02";;;;;"får'sikti"
"01102";"forsinke";"35";;;;;"får'siŋke"
"01103";"forsinkelse";"20";;;;;"får'siŋkelse"
"01104";"forske";"35";;;;;"fåshke"
"01105";"forsker";;;;;;
"01106";"forskjell";"20";;;;;"fåshel"
"01107";"forskjellig";"02";;;;;"fåsheli"
"01108";"forskning";;;;;;
"01109";"forskrekket";;;;;;
"01110";"forskremt";;;;;;
"01111";"forskudd";"25";;;;;"fårskud"
"01112";"forslag";"25";;;;;"fåshla:g"
"01113";"forsone";"35";"36";;;;"får'so:ne"
"01114";"forstand";"20";;;;;"fåshtan"
"01115";"forstyrre";"35";;;;;"få'shtyre"
"01116";"forstå";"39";;;;;"fåshtå:"
"01117";"forståelig";"02";;;;;"få'shtåeli"
"01118";"forståelse";;;;;;
"01119";"forsvar";"25";;;;;"fåshva:r"
"01120";"forsvare";"36";;;;;"fåshva:re"
"01121";"forsvarer";"21";;;;;"fåshva:rer"
"01122";"forsvinne";"39";;;;;"fåshvine"
"01123";"forsyne";"36";;;;;"fåshy:ne"
"01124";"forsyne seg";;;;;;
"01125";"forsøk";"25";;;;;"fåshø:k"
"01126";"forsøke";"36";;;;;"fåshø:ke"
"01127";"fort";"07";;;;;"fort"
"01128";"fortau";"27";;;;;"fårtæu"
"01129";"forte";"35";;;;;"forte"
"01130";"forte seg";;;;;;
"01131";"fortelle";"39";;;;;"får'tele"
"01132";"fortid";;;;;;
"01133";"fortsatt";"07";;;;;"fårtsat"
"01134";"fortsette";"39";;;;;"fårtshete"
"01135";"forurensning";;;;;;
"01136";"foruten";"30";;;;;"får'u:ten"
"01137";"forutsette";"39";;;;;"fårutsete"
"01138";"forvente";;;;;;
"01139";"forventning";;;;;;
"01140";"forverre";"35";;;;;"får'være"
"01141";"foss";"20";;;;;"fås"
"01142";"fosse";;;;;;
"01143";"fot";"23";;;;;"fo:t"
"01144";"fotball";"20";;;;;"fotbal"
"01145";"fotballag";;;;;;
"01146";"fotballsko";;;;;;
"01147";"fotgjenger";"21";;;;;"fo:tjeŋer"
"01148";"fotgjengerfelt";;;;;;
"01149";"foto";"27";;;;;"fo:to"
"01150";"fotografere";"36";;;;;
"01151";"fottur";;;;;;
"01152";"fra";"30";;;;;"fra:"
"01153";"fra (2)";"07";;;;;"fra:"
"01154";"fra (3)";"17";;;;;"fra:"
"01155";"fra før";;;;;;
"01156";"frakk";"20";;;;;"frak"
"01157";"frakte";"35";;;;;"frakte"
"01158";"fram";"07";;;;;"fram"
"01159";"framfor";"30";;;;;"framfår"
"01160";"framme";"07";;;;;"frame"
"01161";"frammøte";;;;;;
"01162";"framover";"07";;;;;"framå:ver"
"01163";"framtid";"12";"20";;;;"framti:"
"01164";"frankrike";"15";;;;;"frankri:ke"
"01165";"fransk";"20";;;;;"fransk"
"01166";"fransk (2)";"02";;;;;
"01167";"fravær";"25";;;;;"fra:væ:r"
"01168";"fraværende";;;;;;
"01169";"fred";"20";;;;;"fre:d"
"01170";"fredag";"20";;;;;"fre:da(g)"
"01171";"fregne";;;;;;
"01172";"frem";"07";;;;;"frem"
"01173";"fremdeles";"07";;;;;"frem'de:les"
"01174";"fremfor";"30";;;;;"fremfår"
"01175";"fremme";"07";;;;;"freme"
"01176";"fremme (2)";"35";;;;;"freme"
"01177";"fremmed";"02";;;;;"fremed"
"01178";"fremover";"07";;;;;"fremå:ver"
"01179";"fremre";"06";;;;;"fremre"
"01180";"fremskrittspartiet";;;;;;"fremskritsparti:e"
"01181";"fremst";"06";;;;;"fremst"
"01182";"fremtid";"12";"20";;;;"fremti:"
"01183";"fri";"08";;;;;"fri:"
"01184";"frihet";"12";"20";;;;"fri:he:t"
"01185";"friidrett";"20";;;;;"fri:idret"
"01186";"frimerke";"26";;;;;"fri:mærke"
"01187";"frisk";"01";;;;;"frisk"
"01188";"frist";"20";;;;;"frist"
"01189";"friste";"35";;;;;"friste"
"01190";"fristende";"03";;;;;"fristene"
"01191";"frisør";"20";;;;;"fri'sø:r"
"01192";"frisørsalong";"20";;;;;"fri'sø:rsaloŋ"
"01193";"frita";"39";;;;;"fri:ta"
"01194";"fritak";"25";;;;;"fri:tak"
"01195";"fritid";"12";"20";;;;"fri:ti:(d)"
"01196";"frivillig";"02";;;;;"fri:vili"
"01197";"frokost";"20";;;;;"fro:kost"
"01198";"frossen";"08";;;;;"fråsn"
"01199";"frp";"14";;;;;"ef.ær.pe:"
"01200";"fru";"12";"20";;;;"fru"
"01201";"frue";"12";"20";;;;"fru:e"
"01202";"frukt";"12";"20";;;;"frukt"
"01203";"fruktdisk";;;;;;
"01204";"frustrert";;;;;;
"01205";"frykt";"20";;;;;"frykt"
"01206";"frykte";"35";;;;;"frykte"
"01207";"fryktelig";"02";;;;;"frykteli"
"01208";"fryse";"39";;;;;"fry:se"
"01209";"fryse (2)";"36";;;;;"fry:se"
"01210";"fryser";"21";;;;;"fry:ser"
"01211";"frø";"25";;;;;"frø:"
"01212";"frøken";"13";"23";;;;"frø:ken"
"01213";"fugl";"20";;;;;"fu:l"
"01214";"fuktig";"02";;;;;"fokti"
"01215";"full";"01";;;;;"ful"
"01216";"fullstendig";"02";;;;;"ful'stendi"
"01217";"fullstendig (2)";"07";;;;;"ful'stendi"
"01218";"fulltid";;;;;;
"01219";"fungere";"36";;;;;"fun'ge:re"
"01220";"funke";"35";;;;;"funke"
"01221";"funksjon";"20";;;;;"funk'ʃo:n"
"01222";"funksjonær";"20";;;;;"funkʃo'næ:r"
"01223";"furet";;;;;;
"01224";"furu";"12";"20";;;;"fu:ru"
"01225";"fuske";;;;;;
"01226";"futurum";"29";;;;;"futu:rum"
"01227";"fyke";"39";;;;;"fy:ke"
"01228";"fylke";"26";;;;;"fylke"
"01229";"fylkeskommune";;;;;;"fylkeskomu:ne"
"01230";"fylkesmann";;;;;;"fylkesman"
"01231";"fylle";"39";;;;;"fyle"
"01232";"fylle ut";"39";;;;;"fyle u:t"
"01233";"fylling";"12";"20";;;;"fyliŋ"
"01234";"fyr";"20";;;;;"fy:r"
"01235";"fyr (2)";;;;;;"fy:r"
"01236";"fyre";"36";;;;;"fy:re"
"01237";"fysioterapeut";"20";;;;;"fy:siotærapæut"
"01238";"fysioterapi";"20";;;;;"fy:siotærapi:"
"01239";"fysisk";"02";;;;;"fy:sisk"
"01240";"fæl";;;;;;
"01241";"færre";"03";;;;;"fære"
"01242";"fø";"38";;;;;"fø:"
"01243";"føde";"36";;;;;"fø:de"
"01244";"fødsel";"23";;;;;"føtsl"
"01245";"fødselsdag";"20";;;;;"føtselsda:g"
"01246";"føle";"36";;;;;"fø:le"
"01247";"føle seg";;;;;;
"01248";"følelse";"20";;;;;"fø:lelse"
"01249";"følge";"20";;;;;"følge"
"01250";"følge (2)";"26";;;;;"følge"
"01251";"følge (3)";"39";;;;;"føle"
"01252";"følgende";"03";;;;;"følgene"
"01253";"føne";"35";"36";;;;"fø:ne"
"01254";"før";"30";;;;;"fø:r"
"01255";"før (2)";"07";;;;;"fø:r"
"01256";"før (3)";"17";;;;;"fø:r"
