"DEFINITION_ID";"WORD_ID";"DEFINITION";"EXAMPLE_SENTENCE_01_ID";"EXAMPLE_SENTENCE_02_ID";"EXAMPLE_SENTENCE_03_ID";"EXAMPLE_SENTENCE_04_ID";"EXAMPLE_SENTENCE_05_ID";"EXAMPLE_SENTENCE_06_ID";"EXAMPLE_SENTENCE_07_ID";"EXAMPLE_SENTENCE_08_ID";"EXAMPLE_SENTENCE_09_ID";"EXAMPLE_SENTENCE_10_ID";"EXAMPLE_SENTENCE_11_ID";"EXAMPLE_SENTENCE_12_ID";"EXAMPLE_SENTENCE_13_ID";"EXAMPLE_SENTENCE_14_ID";"EXAMPLE_SENTENCE_15_ID";"EXAMPLE_SENTENCE_16_ID";"EXAMPLE_SENTENCE_17_ID";"EXAMPLE_SENTENCE_18_ID";"EXAMPLE_SENTENCE_19_ID";"EXAMPLE_SENTENCE_20_ID";"EXAMPLE_SENTENCE_21_ID";"EXAMPLE_SENTENCE_22_ID";"EXAMPLE_SENTENCE_23_ID";"EXAMPLE_SENTENCE_24_ID";"EXAMPLE_SENTENCE_25_ID";"EXAMPLE_SENTENCE_26_ID";"EXAMPLE_SENTENCE_27_ID";"EXAMPLE_SENTENCE_28_ID";"EXAMPLE_SENTENCE_29_ID";"EXAMPLE_SENTENCE_30_ID"
"00935";"00805A";"まだ、さらに、なお";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00936";"00806A";"法外な、とてつもない、ものすごい、巨大";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00937";"00807A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00938";"00808A";"一面の、片側だけの、偏った";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00939";"00809A";"①たった一つ・一人の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00940";"00809B";"②独身の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00941";"00810A";"独りの、孤立した、寂しい";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00942";"00811A";"～A eller B　～か、それとも～か";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00943";"00812A";"入場、玄関";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00944";"00813A";"りんご";"00003";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00945";"00814A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00946";"00815A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00947";"00816A";"væreの現在形";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00948";"00817A";"経験する、体験する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00949";"00818A";"経験、体験";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00950";"00819A";"腹の立つ、不愉快な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00951";"00820A";"怒らせる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00952";"00821A";"思い出す";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00953";"00822A";"言明する、宣言する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00954";"00823A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00955";"00824A";"代わり・代理をする、代用する、償いをする";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00956";"00825A";"エンドウ（豆）";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00957";"00826A";"ロバ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00958";"00827A";"箱";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00959";"00828A";"中性名詞の冠詞 （男：en　女：ei）";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00960";"00829A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00961";"00830A";"階";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00962";"00831A";"食べる（å spiseのほうが一般的）";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00963";"00832A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00964";"00833A";"①民族の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00965";"00833B";"②エスニック（風）の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00966";"00834A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00967";"00835A";"（中性名詞の場合）１、一つ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00968";"00836A";"①～の後に・で";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00969";"00836B";"②～の後ろに・で";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00970";"00836C";"③～によって・したがって";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00971";"00836D";"④～を求めて";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00972";"00836E";"⑤～を使って";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00973";"00837A";"後に・で、その後";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00974";"00838A";"①～したあとで";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00975";"00838B";"②～によると";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00976";"00839A";"①徐々に";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00977";"00839B";"②しばらくしてから";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00978";"00840A";"しばらくしたら";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00979";"00841A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00980";"00842A";"午後";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00981";"00843A";"姓、名字";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00982";"00844A";"その後、あとで";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00983";"00845A";"～に従って、～だから・ゆえに";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00984";"00846A";"（Den europeiske unionの略として）欧州連合 (EU)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00985";"00847A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00986";"00848A";"ヨーロッパ (Europa)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00987";"00849A";"ヨーロッパの";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00988";"00850A";"避難する、避難させる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00989";"00851A";"ありうる、起こりうる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00990";"00852A";"無限の、果てしない、永久の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00991";"00853A";"能力、才能、素質";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00992";"00854A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00993";"00855A";"工場";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00994";"00856A";"専門分野、学科、部門、区画、枠";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00995";"00857A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00996";"00858A";"労働組合";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00997";"00859A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00998";"00860A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"00999";"00861A";"現実の、実際の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01000";"00862A";"事実、実際に、本当に";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01001";"00863A";"真実、事実、真相";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01002";"00864A";"落下、下降、場合、事例";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01003";"00865A";"落ちる、下降する、倒れる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01004";"00866A";"にせの";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01005";"00867A";"家族、親子、一家、一族";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01006";"00868A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01007";"00869A";"①捕虜、捕らえられたもの";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01008";"00869B";"②囚人、在監人";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01009";"00870A";"とらえる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01010";"00871A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01011";"00872A";"幻想的な、すばらしい、奇抜な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01012";"00873A";"父親、父";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01013";"00874A";"旅行する、行く";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01014";"00875A";"危険";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01015";"00876A";"父の父、父方の祖父";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01016";"00877A";"色";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01017";"00878A";"着色する、染める";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01018";"00879A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01019";"00880A";"危険な、危ない";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01020";"00881A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01021";"00882A";"父の母、父方の祖母";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01022";"00883A";"速度、スピード、走行";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01023";"00884A";"旅する、あっちこっち行く";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01024";"00885A";"船舶";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01025";"00886A";"堅固な、固定した";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01026";"00887A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01027";"00888A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01028";"00889A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01029";"00890A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01030";"00891A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01031";"00892A";"①皿、鉢";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01032";"00892B";"②樽";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01033";"00893A";"(få fatt i) ～を手に入れる、(ta fatt på) ～に手をつける、～を始める";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01034";"00894A";"つかむ、捕える、理解する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01035";"00895A";"貧乏な、貧しい、乏しい";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01036";"00896A";"家畜";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01037";"00897A";"熱";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01038";"00898A";"２月";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01039";"00899A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01040";"00900A";"誤り、間違い、欠陥、過失";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01041";"00901A";"誤って";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01042";"00902A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01043";"00903A";"祝う";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01044";"00904A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01045";"00905A";"共通、共同、共有の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01046";"00906A";"現地、戦場";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01047";"00907A";"①地";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01048";"00907B";"②分野";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01049";"00907C";"③全競技者";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01050";"00908A";"５";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01051";"00909A";"５クローネ硬貨";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01052";"00910A";"第５";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01053";"00911A";"１５";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01054";"00912A";"第１５";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01055";"00913A";"５０";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01056";"00914A";"第５０";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01057";"00915A";"①刑務所";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01058";"00915B";"②拘置";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01059";"00916A";"旅、旅行、ふるまい";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01060";"00917A";"終わった、完成した、準備ができている、済んだ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01061";"00918A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01062";"00919A";"フェリー";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01063";"00920A";"休暇、休み";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01064";"00921A";"新鮮な、できたての";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01065";"00922A";"桃、ピーチ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01066";"00923A";"パーティー、祝典、宴会";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01067";"00924A";"（男性の）いとこ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01068";"00925A";"敵";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01069";"00926A";"①用意する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01070";"00926B";"②修理する、直す";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01071";"00926C";"③八百長を仕組む";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01072";"00926D";"④（俗）苦悩に耐える";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01073";"00927A";"①（コンピューターの）ファイル";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01074";"00927B";"②車線";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01075";"00928A";"やすり";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01076";"00929A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01077";"00930A";"ぼろの、すりきれた";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01078";"00931A";"①映画、動画";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01079";"00931B";"②膜";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01080";"00931C";"③フィルム";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01081";"00932A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01082";"00933A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01083";"00934A";"立派な、すてきな、綺麗な、細かい、良い";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01084";"00935A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01085";"00936A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01086";"00937A";"融資する、資金を供給する.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01087";"00938A";"指";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01088";"00939A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01089";"00940A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01090";"00941A";"フィンランド (Finland)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01091";"00942A";"①見つける、発見する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01092";"00942B";"②得る";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01093";"00942C";"③考え出す";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01094";"00943A";"存在する、ある";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01095";"00944A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01096";"00945A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01097";"00946A";"４";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01098";"00947A";"会社";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01099";"00948A";"屁、おなら";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01100";"00949A";"屁をひる、おならする";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01101";"00950A";"魚";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01102";"00951A";"①釣る、釣りをする";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01103";"00951B";"②（ポケットなどの狭いところから物を）取り出す";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01104";"00952A";"丸い形をしている魚の練り物";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01105";"00953A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01106";"00954A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01107";"00955A";"漁師";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01108";"00956A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01109";"00957A";"（卑語）まんこ、女性器";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01110";"00958A";"山";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01111";"00959A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01112";"00960A";"第４";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01113";"00961A";"遠い、はるかな";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01114";"00962A";"削除する、取り除く";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01115";"00963A";"テレビ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01116";"00964A";"①顔";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01117";"00964B";"②顔の表情";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01118";"00964C";"③人";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01119";"00965A";"i fjor 昨年";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01120";"00966A";"フィヨルド";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01121";"00967A";"１４";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01122";"00968A";"第十四";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01123";"00969A";"昨年";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01124";"00970A";"羽、羽毛";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01125";"00971A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01126";"00972A";"旗";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01127";"00973A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01128";"00974A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01129";"00975A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01130";"00976A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01131";"00977A";"瓶";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01132";"00978A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01133";"00979A";"①水平面の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01134";"00979B";"②平たい、平らな";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01135";"00979C";"③（利子などが）均一の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01136";"00980A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01137";"00981A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01138";"00982A";"より多数の、若干数の、様々な、数々の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01139";"00983A";"①大多数、大半";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01140";"00983B";"②複数形";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01141";"00984A";"豚肉、脂肪";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01142";"00985A";"もっとも多数の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01143";"00986A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01144";"00987A";"能力のある、上手な";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01145";"00988A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01146";"00989A";"勤勉な、しばしばの";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01147";"00990A";"満潮";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01148";"00991A";"群れ、一団、集団";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01149";"00992A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01150";"00993A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01151";"00994A";"すばらしい、みごとな";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01152";"00995A";"飛行機";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01153";"00996A";"飛ぶ、飛行機で行く、飛ぶように動く、行く、走る";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01154";"00997A";"脱出する、逃げる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01155";"00998A";"難民";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01156";"00999A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01157";"01000A";"空港、飛行場";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01158";"01001A";"流れる、すみやかに経過する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01159";"01002A";"動かす、移す、引っ越す";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01160";"01003A";"クリーム";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01161";"01004A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01162";"01005A";"①いかだ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01163";"01005B";"②艦隊、船団";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01164";"01006A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01165";"01007A";"国際連合";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01166";"01008A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01167";"01009A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01168";"01010A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01169";"01011A";"民族、国民、（集合的に）人々";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01170";"01012A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01171";"01013A";"①の前に・で";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01172";"01013B";"②～にとって、";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01173";"01013C";"③～の代わりに";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01174";"01013D";"④（時間を表わして） ～の間";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01175";"01013E";"⑤～のために";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01176";"01013F";"⑥～に対して";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01177";"01013G";"⑦～という方法で";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01178";"01013H";"⑧～という理由で";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01179";"01013I";"⑨（感嘆文に用いて）何と、どれほど";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01180";"01014A";"～のために";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01181";"01015A";"～過ぎる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01182";"01016A";"～の前方に、～に先立って";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01183";"01017A";"変更する、変える（～seg）変わる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01184";"01018A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01185";"01019A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01186";"01020A";"驚かす、びっくりさせる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01187";"01021A";"改善する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01188";"01022A";"準備する、用意する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01189";"01023A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01190";"01024A";"～の前に、～を過ぎて、～を通りかかって";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01191";"01025A";"過ぎ去って、終わって";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01192";"01026A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01193";"01027A";"結合、結び付き、関係";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01194";"01028A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01195";"01029A";"禁止、禁制、禁止令";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01196";"01030A";"禁じられた、禁制の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01197";"01031A";"禁止する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01198";"01032A";"利益、長所";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01199";"01033A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01200";"01034A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01201";"01035A";"～だから、～なので";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01202";"01036A";"講演、講義、講座";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01203";"01037A";"起こる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01204";"01038A";"ある、見られる、現われる、生じる、思われる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01205";"01039A";"親（複数で）両親、父母";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01206";"01040A";"時代遅れになっている、もう使われていない";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01207";"01041A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01208";"01042A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01209";"01043A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01210";"01044A";"提出する、発表する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01211";"01045A";"（大学などで）教える";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01212";"01046A";"講義、講演";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01213";"01047A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01214";"01048A";"一時的の、暫定的な、仮の";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01215";"01049A";"今のところ、一時的に";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01216";"01050A";"一つにする、合わせる、合同させる";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01217";"01051A";"提案する、推薦する";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01218";"01052A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01219";"01053A";"概念、考え、上演";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
